# population 1
0,100
1,110.0
2,121.0
3,133.1
4,146.41
5,161.051
6,177.1561
7,194.87171
8,214.358881
9,235.7947691
10,259.37424601
11,285.311670611
12,313.842837672
13,345.227121439
14,379.749833583
15,417.724816942
16,459.497298636
17,505.447028499
18,480.174677074
19,528.192144782
20,501.782537543
21,476.693410666
22,524.362751732
23,498.144614145
24,0
25,0
26,0
27,543.986372262
28,516.787053649
29,490.947700967
30,540.042471063
31,513.04034751
32,487.388330135
33,536.127163148
34,509.320804991
35,483.854764741
36,532.240241215
37,505.628229155
38,480.346817697
39,528.381499466
40,501.962424493
41,476.864303269
42,524.550733595
43,498.323196916
44,548.155516607
45,520.747740777
46,494.710353738
47,544.181389112
48,516.972319656
49,491.123703673
50,540.236074041
51,511.514270339
52,482.860556822
53,524.731412504
54,488.522121879
55,516.589086067
56,530.834548273
57,516.573799581
58,447.011613203
59,273.517555118
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
